Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Tyrese Maxey,25,PHI,PG,13,13,525,12.8,28.2,0.456,4.6,11.1,0.413,8.3,17.1,0.484,0.537,8.5,9.6,0.886,0.4,5.5,5.9,9.2,1.7,0.9,3.1,3.0,38.8,125,116,,maxeyty01
2,Cooper Flagg,19,DAL,PG,15,15,505,8.3,18.3,0.455,1.6,5.4,0.293,6.7,12.9,0.521,0.497,3.3,4.2,0.783,1.5,7.3,8.8,4.3,1.8,1.0,3.0,3.2,21.5,103,111,,flaggco01
3,Devin Booker,29,PHO,SG,14,14,501,13.3,26.8,0.495,2.7,7.9,0.341,10.5,18.9,0.559,0.545,9.3,10.4,0.897,1.5,4.1,5.5,9.5,1.1,0.4,5.4,3.9,38.5,121,119,,bookede01
4,Franz Wagner,24,ORL,SF,14,14,501,10.1,22.0,0.461,2.4,6.7,0.357,7.8,15.3,0.506,0.515,8.3,10.1,0.829,2.5,5.9,8.4,5.2,1.5,0.6,2.8,3.4,31.0,121,114,,wagnefr01
5,Shai Gilgeous-Alexander,27,OKC,PG,15,15,499,15.6,29.4,0.531,3.3,8.5,0.386,12.3,20.9,0.591,0.587,11.9,13.2,0.904,0.6,6.5,7.1,9.8,2.1,1.4,2.5,2.7,46.5,137,105,,gilgesh01
6,Trey Murphy III,25,NOP,SF,14,14,498,9.3,20.1,0.466,3.9,10.4,0.377,5.4,9.6,0.561,0.564,4.5,4.8,0.939,2.4,7.0,9.3,4.3,2.1,0.2,3.0,3.1,27.1,121,123,,murphtr02
7,Miles Bridges,27,CHO,PF,14,14,493,10.1,23.9,0.420,4.5,12.4,0.362,5.6,11.5,0.483,0.514,5.6,6.3,0.891,1.5,8.1,9.6,5.4,1.0,0.6,2.2,2.5,30.2,120,120,,bridgmi02
8,VJ Edgecombe,20,PHI,SG,13,13,485,7.4,18.1,0.412,2.7,7.1,0.375,4.8,10.9,0.436,0.486,2.4,3.3,0.727,2.4,5.0,7.3,5.6,1.6,0.5,2.4,4.2,20.0,110,117,,edgecvj01
9,Evan Mobley,24,CLE,PF,14,14,479,9.1,19.5,0.467,2.3,6.5,0.364,6.8,13.0,0.519,0.528,5.3,8.4,0.628,3.5,8.5,12.0,5.9,1.7,2.2,3.7,3.3,25.8,113,111,,mobleev01
10,DeMar DeRozan,36,SAC,PF,14,14,476,9.8,19.5,0.500,1.3,3.3,0.394,8.5,16.3,0.521,0.533,5.1,6.0,0.852,0.7,3.8,4.5,4.8,1.6,0.2,1.4,2.8,25.9,120,124,,derozde01
11,James Harden,36,LAC,PG,13,13,470,10.5,24.1,0.436,5.0,13.3,0.376,5.5,10.8,0.510,0.540,10.1,10.9,0.922,0.8,7.9,8.7,12.0,1.3,0.7,5.3,2.7,36.1,123,120,,hardeja01
12,Lauri Markkanen,28,UTA,PF,13,13,470,13.5,28.3,0.479,5.0,12.7,0.389,8.6,15.6,0.552,0.566,8.2,9.3,0.880,3.0,5.1,8.1,2.7,1.2,0.7,1.8,2.5,40.2,128,121,,markkla01
13,Brandon Ingram,28,TOR,SF,14,14,468,10.9,22.5,0.486,1.7,6.2,0.279,9.2,16.3,0.565,0.525,6.0,6.8,0.881,1.0,7.5,8.5,5.4,1.4,1.1,3.7,3.3,29.5,111,113,,ingrabr01
14,Ryan Rollins,23,MIL,PG,15,14,464,10.3,20.1,0.513,3.8,8.2,0.463,6.5,11.8,0.548,0.608,2.5,3.2,0.774,1.1,4.6,5.8,8.2,2.6,0.3,3.8,4.6,26.9,118,117,,rolliry01
15,Julius Randle,31,MIN,PF,14,14,464,12.1,23.2,0.520,2.7,7.1,0.377,9.4,16.2,0.582,0.577,8.3,9.7,0.853,2.0,8.4,10.4,8.7,1.8,0.3,3.6,3.7,35.1,128,113,,randlju01
16,Derrick White,31,BOS,SG,14,14,461,8.3,23.4,0.356,4.0,13.1,0.306,4.3,10.3,0.421,0.442,3.6,4.3,0.825,1.4,4.5,6.0,8.2,2.6,1.8,1.8,2.6,24.3,113,113,,whitede01
17,Andrew Wiggins,30,MIA,SF,14,14,461,9.2,18.9,0.484,2.5,6.9,0.357,6.7,12.0,0.557,0.549,2.3,3.4,0.657,2.1,4.6,6.7,4.0,1.5,1.3,2.9,3.6,23.0,108,116,,wiggian01
18,Kon Knueppel,20,CHO,SF,14,13,460,9.0,19.4,0.465,4.7,11.7,0.402,4.3,7.6,0.562,0.586,3.1,3.6,0.882,1.4,7.4,8.8,4.0,1.3,0.3,3.7,3.6,25.9,114,120,,knuepko01
19,Dyson Daniels,22,ATL,SG,14,14,459,5.4,11.6,0.469,0.3,1.3,0.231,5.1,10.3,0.500,0.482,1.3,2.2,0.619,2.4,5.9,8.2,8.3,3.3,0.6,3.0,3.7,12.5,108,110,,daniedy01
20,Mikal Bridges,29,NYK,SF,13,13,456,8.3,16.6,0.500,3.4,8.0,0.421,4.9,8.6,0.573,0.601,2.1,2.6,0.800,1.7,4.3,6.0,6.6,2.7,1.6,1.4,2.7,22.0,135,113,,bridgmi01
21,Desmond Bane,27,ORL,SG,14,14,455,9.0,20.6,0.436,2.2,7.1,0.313,6.7,13.5,0.500,0.490,4.2,4.6,0.909,1.6,4.7,6.3,6.5,0.6,0.5,3.5,5.0,24.4,110,117,,banede01
22,Scottie Barnes,24,TOR,PF,14,14,455,11.0,21.9,0.502,2.2,5.4,0.404,8.8,16.5,0.535,0.552,4.1,5.0,0.813,2.8,8.4,11.2,7.7,2.1,2.6,2.7,4.9,28.3,121,109,,barnesc01
23,Pascal Siakam,31,IND,PF,13,13,454,11.7,25.9,0.454,2.6,7.2,0.362,9.1,18.7,0.489,0.504,7.6,11.2,0.676,2.4,7.2,9.6,6.4,1.6,0.5,3.3,4.4,33.7,112,119,,siakapa01
24,Duncan Robinson,31,DET,SF,14,14,452,6.1,13.8,0.443,4.4,10.6,0.416,1.7,3.2,0.533,0.603,1.9,2.5,0.750,0.6,3.5,4.1,2.8,1.3,0.5,0.9,4.1,18.5,129,115,,robindu01
25,Toumani Camara,25,POR,PF,13,13,450,6.1,15.0,0.410,2.8,8.9,0.314,3.3,6.0,0.552,0.503,1.6,2.2,0.714,2.6,4.5,7.1,3.9,1.5,0.6,2.7,4.3,16.6,108,120,,camarto01
26,Rui Hachimura,27,LAL,PF,13,13,450,8.5,14.7,0.577,2.8,5.6,0.500,5.7,9.1,0.624,0.672,2.4,3.2,0.733,1.0,4.3,5.3,1.7,1.0,0.3,1.7,2.7,22.1,126,119,,hachiru01
27,Myles Turner,29,MIL,C,15,15,449,6.7,15.2,0.441,3.8,8.8,0.434,2.9,6.4,0.450,0.566,2.4,3.5,0.697,1.9,8.1,10.0,3.0,2.0,2.8,2.2,4.3,19.7,113,113,,turnemy01
28,Jaylen Brown,29,BOS,SF,14,14,449,16.3,32.4,0.505,3.0,8.8,0.342,13.3,23.6,0.566,0.552,7.0,9.1,0.768,1.4,7.3,8.8,6.3,1.2,0.6,5.0,5.0,42.7,114,115,,brownja02
29,Nikola Jokić,30,DEN,C,13,13,448,15.3,23.6,0.648,2.6,6.6,0.393,12.7,17.0,0.747,0.703,7.8,9.0,0.857,4.3,14.4,18.7,15.5,2.5,1.2,4.4,3.8,40.9,147,105,,jokicni01
30,Max Christie,22,DAL,SG,15,12,447,6.5,13.7,0.473,4.0,8.7,0.458,2.5,5.0,0.500,0.618,2.0,2.7,0.731,0.1,5.1,5.2,4.1,0.8,0.8,1.7,2.8,18.9,119,115,,chrisma02
31,Payton Pritchard,28,BOS,PG,14,14,447,9.3,20.8,0.446,3.9,12.2,0.321,5.4,8.6,0.623,0.540,3.1,3.9,0.800,1.5,4.7,6.1,7.8,1.2,0.0,2.0,3.1,25.6,125,118,,pritcpa01
32,Keyonte George,22,UTA,PG,13,13,447,9.2,22.4,0.412,2.4,8.8,0.277,6.8,13.6,0.500,0.467,9.7,10.4,0.929,1.0,4.5,5.4,9.7,1.4,0.4,4.6,3.0,30.6,116,122,,georgke01
33,Deni Avdija,25,POR,SF,13,13,443,11.4,23.3,0.489,3.5,9.3,0.375,7.9,14.0,0.564,0.563,9.4,10.9,0.864,1.8,7.2,9.0,6.5,0.7,1.2,5.0,5.1,35.7,122,119,,avdijde01
34,Donovan Mitchell,29,CLE,SG,13,13,443,14.3,28.1,0.509,5.5,14.2,0.388,8.8,13.9,0.634,0.608,8.5,10.3,0.825,1.0,5.4,6.4,7.6,2.0,0.6,4.4,3.2,42.6,124,114,,mitchdo01
35,RJ Barrett,25,TOR,SF,14,14,442,10.8,21.6,0.500,2.7,7.9,0.338,8.1,13.7,0.594,0.562,4.3,6.1,0.702,1.2,6.2,7.4,5.9,1.3,0.4,2.4,4.3,28.6,117,115,,barrerj01
36,Alperen Şengün,23,HOU,C,12,12,442,10.9,22.6,0.480,1.9,4.3,0.447,9.0,18.4,0.488,0.522,7.3,9.8,0.739,4.3,9.6,13.9,10.0,1.7,1.3,4.5,4.4,30.9,125,112,,sengual01
37,Ivica Zubac,28,LAC,C,14,14,441,11.0,17.6,0.622,0.0,0.0,,11.0,17.6,0.622,0.622,3.4,4.5,0.750,5.3,11.8,17.1,3.4,0.9,1.6,3.3,4.1,25.3,123,117,,zubaciv01
38,Rudy Gobert,33,MIN,C,14,14,439,6.9,9.1,0.762,0.0,0.0,,6.9,9.1,0.762,0.762,2.4,4.9,0.489,4.5,9.9,14.5,2.3,0.9,2.7,2.6,4.3,16.2,129,111,,goberru01
39,Immanuel Quickley,26,TOR,PG,14,14,439,8.4,18.0,0.467,3.6,9.5,0.375,4.9,8.5,0.570,0.566,3.3,4.4,0.756,0.9,6.3,7.1,9.2,1.9,0.0,2.7,3.3,23.7,121,114,,quickim01
40,Jaden McDaniels,25,MIN,PF,14,14,436,10.2,18.5,0.553,2.7,5.2,0.521,7.5,13.3,0.566,0.626,3.5,4.1,0.842,1.5,5.4,7.0,3.6,1.5,2.0,2.9,5.2,26.7,122,114,,mcdanja02
41,Kevin Durant,37,HOU,SF,12,12,433,12.0,23.5,0.510,2.5,6.3,0.400,9.5,17.2,0.550,0.563,9.0,10.2,0.888,0.5,5.9,6.4,4.7,1.4,0.9,4.1,3.8,35.5,126,116,,duranke01
42,Jimmy Butler,36,GSW,SF,14,14,431,9.1,17.3,0.526,1.7,3.5,0.469,7.4,13.8,0.540,0.574,9.9,11.4,0.864,3.4,4.9,8.3,7.4,2.6,0.4,2.4,2.0,29.7,139,113,,butleji01
43,Davion Mitchell,27,MIA,PG,14,14,431,6.2,12.3,0.504,1.8,4.6,0.386,4.4,7.7,0.575,0.577,1.4,2.3,0.591,0.6,3.6,4.2,11.0,2.0,0.1,2.6,4.4,15.6,121,117,,mitchda01
44,P.J. Washington,27,DAL,PF,14,14,430,8.2,18.4,0.447,2.0,6.4,0.305,6.3,12.0,0.523,0.500,4.3,6.6,0.656,1.6,9.8,11.4,3.5,1.4,1.6,4.1,3.5,22.8,97,110,,washipj01
45,Karl-Anthony Towns,30,NYK,C,13,13,430,10.0,23.2,0.433,2.8,8.5,0.329,7.2,14.7,0.492,0.493,8.7,9.6,0.907,4.6,13.8,18.4,4.7,1.3,1.3,3.8,5.6,31.5,120,111,,townska01
46,Devin Vassell,25,SAS,SG,13,13,430,7.3,18.0,0.406,3.6,10.6,0.340,3.7,7.4,0.500,0.506,2.0,2.6,0.783,0.6,4.6,5.2,3.5,1.6,0.2,1.7,3.0,20.2,110,115,,vassede01
47,Isaiah Hartenstein,27,OKC,C,15,15,428,9.6,13.9,0.691,0.0,0.5,0.000,9.6,13.5,0.714,0.691,2.7,4.1,0.667,6.0,12.6,18.6,5.5,2.5,1.0,3.6,4.9,22.0,131,100,,harteis01
48,Brandin Podziemski,22,GSW,SG,15,7,426,7.3,16.0,0.455,3.1,8.2,0.384,4.2,7.9,0.529,0.552,2.4,3.1,0.750,0.7,7.0,7.6,5.3,2.1,0.6,2.1,3.8,20.1,115,113,,podzibr01
49,Dennis Schröder,32,SAC,PG,14,12,426,7.2,17.8,0.401,2.4,7.0,0.344,4.7,10.8,0.439,0.469,2.2,2.9,0.769,0.4,5.2,5.6,9.1,1.7,0.3,3.0,2.9,18.9,103,123,,schrode01
50,Amen Thompson,23,HOU,SF,12,12,426,9.3,19.7,0.471,0.7,3.4,0.207,8.6,16.4,0.525,0.488,4.8,6.3,0.759,3.1,5.3,8.5,7.2,1.7,0.7,3.1,3.1,24.0,120,116,,thompam01
51,Donte DiVincenzo,29,MIN,SG,14,14,425,6.8,15.9,0.430,4.6,12.1,0.380,2.2,3.8,0.588,0.574,3.8,4.5,0.850,1.5,4.7,6.1,5.4,1.6,0.9,2.2,3.6,22.0,124,115,,divindo01
52,Jaime Jaquez Jr.,24,MIA,SF,14,0,424,10.2,19.3,0.528,0.6,2.9,0.222,9.5,16.4,0.582,0.544,4.7,6.0,0.786,1.8,8.5,10.3,7.7,1.0,0.4,2.9,3.2,25.7,119,115,,jaqueja01
53,Herbert Jones,27,NOP,SF,14,14,423,5.7,14.2,0.398,2.7,7.2,0.371,3.0,7.1,0.426,0.492,1.7,2.4,0.714,1.4,4.3,5.7,3.7,2.2,0.3,2.9,5.6,15.7,100,124,,joneshe01
54,A.J. Green,26,MIL,SG,15,15,422,5.8,12.0,0.481,5.2,11.0,0.474,0.6,1.0,0.556,0.698,1.7,2.2,0.789,0.1,4.1,4.2,3.2,0.7,0.1,1.2,5.4,18.5,132,122,,greenaj01
55,Ajay Mitchell,23,OKC,SG,15,5,421,10.2,23.0,0.445,2.1,6.6,0.316,8.2,16.5,0.497,0.490,5.6,6.2,0.907,1.3,5.4,6.7,6.3,3.0,0.5,2.9,4.1,28.2,113,105,,mitchaj01
56,Wendell Carter Jr.,26,ORL,C,14,14,419,6.6,12.6,0.527,2.1,4.6,0.450,4.6,8.0,0.571,0.609,4.6,5.8,0.784,4.8,7.0,11.8,2.9,1.0,1.5,3.4,6.5,19.9,122,114,,cartewe01
57,Kelly Oubre Jr.,30,PHI,SF,12,12,418,8.5,17.2,0.497,2.6,7.7,0.343,5.9,9.4,0.622,0.574,3.5,4.4,0.789,1.6,5.4,7.0,1.8,1.5,1.2,2.1,3.7,23.2,117,116,,oubreke01
58,Grayson Allen,30,PHO,SG,13,13,417,9.4,20.1,0.468,5.9,13.3,0.447,3.5,6.9,0.508,0.616,3.1,4.0,0.794,0.7,4.0,4.7,6.5,2.4,0.5,2.7,3.5,27.9,127,116,,allengr01
59,Stephon Castle,21,SAS,PG,13,13,416,8.9,18.0,0.497,1.4,5.8,0.240,7.5,12.2,0.619,0.535,6.8,9.9,0.694,2.3,6.5,8.8,11.4,2.6,0.6,6.0,5.5,26.1,114,111,,castlst01
60,Victor Wembanyama,22,SAS,C,12,12,416,12.9,25.6,0.502,2.3,6.7,0.345,10.6,18.9,0.558,0.548,8.4,9.7,0.857,2.8,15.2,18.0,5.6,1.5,5.0,5.0,5.1,36.4,117,102,,wembavi01
61,Gary Trent Jr.,27,MIL,SG,15,12,415,6.1,15.3,0.398,3.9,10.5,0.374,2.2,4.8,0.452,0.526,1.5,2.1,0.722,0.1,2.6,2.8,3.5,1.8,0.1,1.3,3.6,17.6,109,120,,trentga02
62,Giannis Antetokounmpo,31,MIL,PF,13,13,414,18.0,28.6,0.629,1.0,2.1,0.500,17.0,26.5,0.639,0.647,9.7,15.2,0.636,5.5,10.7,16.3,10.3,1.4,1.7,5.3,3.9,46.7,128,114,,antetgi01
63,Royce O'Neale,32,PHO,SF,14,10,413,6.6,14.8,0.444,5.3,12.1,0.437,1.3,2.7,0.478,0.623,0.5,0.7,0.667,1.8,7.3,9.0,5.0,2.0,0.2,2.5,4.2,18.9,122,115,,onealro01
64,Zach LaVine,30,SAC,SG,12,12,412,10.7,20.9,0.511,4.3,10.2,0.422,6.4,10.7,0.596,0.614,5.2,5.9,0.885,0.2,4.6,4.8,3.1,0.8,0.2,2.7,3.4,31.0,118,125,,lavinza01
